token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size,freeze_qty
99926000,Nifty 50,NIFTY,,0.000000,1,AMXIDX,NSE,0.000000,0
99926001,Nifty GrowSect 15,NIFTY GROWSECT 15,,0.000000,1,AMXIDX,NSE,0.000000,0
99926002,Nifty50 PR 2x Lev,NIFTY50 PR 2X LEV,,0.000000,1,AMXIDX,NSE,0.000000,0
99926004,Nifty 500,NIFTY 500,,0.000000,1,AMXIDX,NSE,0.000000,0
99926008,Nifty IT,NIFTY IT,,0.000000,1,AMXIDX,NSE,0.000000,0
99926009,Nifty Bank,BANKNIFTY,,0.000000,1,AMXIDX,NSE,0.000000,0
99926011,NIFTY MIDCAP 100,NIFTY MIDCAP 100,,0.000000,1,AMXIDX,NSE,0.000000,0
99926012,Nifty 100,NIFTY 100,,0.000000,1,AMXIDX,NSE,0.000000,0
99926013,Nifty Next 50,NIFTYNXT50,,0.000000,1,AMXIDX,NSE,0.000000,0
99926014,Nifty Midcap 50,NIFTY MIDCAP 50,,0.000000,1,AMXIDX,NSE,0.000000,0
99926016,HangSeng BeES-NAV,HANGSENG BEES-NAV,,0.000000,1,AMXIDX,NSE,0.000000,0
99926017,India VIX,INDIA VIX,,0.000000,1,AMXIDX,NSE,0.000000,0
99926018,Nifty Realty,NIFTY REALTY,,0.000000,1,AMXIDX,NSE,0.000000,0
99926019,Nifty Infra,NIFTY INFRA,,0.000000,1,AMXIDX,NSE,0.000000,0
99926020,Nifty Energy,NIFTY ENERGY,,0.000000,1,AMXIDX,NSE,0.000000,0
99926021,Nifty FMCG,NIFTY FMCG,,0.000000,1,AMXIDX,NSE,0.000000,0
99926022,Nifty MNC,NIFTY MNC,,0.000000,1,AMXIDX,NSE,0.000000,0
99926023,Nifty Pharma,NIFTY PHARMA,,0.000000,1,AMXIDX,NSE,0.000000,0
99926024,Nifty PSE,NIFTY PSE,,0.000000,1,AMXIDX,NSE,0.000000,0
99926025,Nifty PSU Bank,NIFTY PSU BANK,,0.000000,1,AMXIDX,NSE,0.000000,0
99926026,Nifty Serv Sector,NIFTY SERV SECTOR,,0.000000,1,AMXIDX,NSE,0.000000,0
99926029,Nifty Auto,NIFTY AUTO,,0.000000,1,AMXIDX,NSE,0.000000,0
99926030,Nifty Metal,NIFTY METAL,,0.000000,1,AMXIDX,NSE,0.000000,0
99926031,Nifty Media,NIFTY MEDIA,,0.000000,1,AMXIDX,NSE,0.000000,0
99926032,NIFTY SMLCAP 100,NIFTY SMLCAP 100,,0.000000,1,AMXIDX,NSE,0.000000,0
99926033,Nifty 200,NIFTY 200,,0.000000,1,AMXIDX,NSE,0.000000,0
99926034,Nifty Div Opps 50,NIFTY DIV OPPS 50,,0.000000,1,AMXIDX,NSE,0.000000,0
99926035,Nifty Commodities,NIFTY COMMODITIES,,0.000000,1,AMXIDX,NSE,0.000000,0
99926036,Nifty Consumption,NIFTY CONSUMPTION,,0.000000,1,AMXIDX,NSE,0.000000,0
99926037,Nifty Fin Service,FINNIFTY,,0.000000,1,AMXIDX,NSE,0.000000,0
99926038,Nifty50 Div Point,NIFTY50 DIV POINT,,0.000000,1,AMXIDX,NSE,0.000000,0
99926040,Nifty100 Liq 15,NIFTY100 LIQ 15,,0.000000,1,AMXIDX,NSE,0.000000,0
99926041,Nifty CPSE,NIFTY CPSE,,0.000000,1,AMXIDX,NSE,0.000000,0
99926042,Nifty50 PR 1x Inv,NIFTY50 PR 1X INV,,0.000000,1,AMXIDX,NSE,0.000000,0
99926043,Nifty50 TR 2x Lev,NIFTY50 TR 2X LEV,,0.000000,1,AMXIDX,NSE,0.000000,0
99926044,Nifty50 TR 1x Inv,NIFTY50 TR 1X INV,,0.000000,1,AMXIDX,NSE,0.000000,0
99926045,Nifty50 Value 20,NIFTY50 VALUE 20,,0.000000,1,AMXIDX,NSE,0.000000,0
99926046,Nifty Mid Liq 15,NIFTY MID LIQ 15,,0.000000,1,AMXIDX,NSE,0.000000,0
99926047,Nifty Pvt Bank,NIFTY PVT BANK,,0.000000,1,AMXIDX,NSE,0.000000,0
99926048,NIFTY100 Qualty30,NIFTY100 QUALTY30,,0.000000,1,AMXIDX,NSE,0.000000,0
99926049,Nifty GS 8 13Yr,NIFTY GS 8 13YR,,0.000000,1,AMXIDX,NSE,0.000000,0
99926050,Nifty GS 10Yr,NIFTY GS 10YR,,0.000000,1,AMXIDX,NSE,0.000000,0
99926051,Nifty GS 10Yr Cln,NIFTY GS 10YR CLN,,0.000000,1,AMXIDX,NSE,0.000000,0
99926052,Nifty GS 4 8Yr,NIFTY GS 4 8YR,,0.000000,1,AMXIDX,NSE,0.000000,0
99926053,Nifty GS 11 15Yr,NIFTY GS 11 15YR,,0.000000,1,AMXIDX,NSE,0.000000,0
99926054,Nifty GS 15YrPlus,NIFTY GS 15YRPLUS,,0.000000,1,AMXIDX,NSE,0.000000,0
99926055,Nifty GS Compsite,NIFTY GS COMPSITE,,0.000000,1,AMXIDX,NSE,0.000000,0
99926056,NIFTY50 EQL Wgt,NIFTY50 EQL WGT,,0.000000,1,AMXIDX,NSE,0.000000,0
99926057,NIFTY100 EQL Wgt,NIFTY100 EQL WGT,,0.000000,1,AMXIDX,NSE,0.000000,0
99926058,NIFTY100 LowVol30,NIFTY100 LOWVOL30,,0.000000,1,AMXIDX,NSE,0.000000,0
99926059,NIFTY Alpha 50,NIFTY ALPHA 50,,0.000000,1,AMXIDX,NSE,0.000000,0
99926060,NIFTY MIDCAP 150,NIFTY MIDCAP 150,,0.000000,1,AMXIDX,NSE,0.000000,0
99926061,NIFTY SMLCAP 50,NIFTY SMLCAP 50,,0.000000,1,AMXIDX,NSE,0.000000,0
99926062,NIFTY SMLCAP 250,NIFTY SMLCAP 250,,0.000000,1,AMXIDX,NSE,0.000000,0
99926063,NIFTY MIDSML 400,NIFTY MIDSML 400,,0.000000,1,AMXIDX,NSE,0.000000,0
99926064,NIFTY200 QUALTY30,NIFTY200 QUALTY30,,0.000000,1,AMXIDX,NSE,0.000000,0
99926074,NIFTY MID SELECT,MIDCPNIFTY,,0.000000,1,AMXIDX,NSE,0.000000,0
1004,679AP34-SG,679AP34,,-1.000000,100,,NSE,1.000000,1000000
10005,DSPQ50INAV-EQ,DSPQ50INAV,,-1.000000,1,,NSE,1.000000,999960
10099,GODREJCP-EQ,GODREJCP,,-1.000000,1,,NSE,10.000000,99254
10122,MOM100INAV-EQ,MOM100INAV,,-1.000000,1,,NSE,1.000000,999970
10204,793TS34-SG,793TS34,,-1.000000,100,,NSE,1.000000,999200
10205,794HR34-SG,794HR34,,-1.000000,100,,NSE,1.000000,1000000
10206,794AP34-SG,794AP34,,-1.000000,100,,NSE,1.000000,1000000
10217,ADANIENSOL-EQ,ADANIENSOL,,-1.000000,1,,NSE,10.000000,64869
10219,781RJ47-SG,781RJ47,,-1.000000,100,,NSE,1.000000,1000000
10238,CONFIPET-EQ,CONFIPET,,-1.000000,1,,NSE,1.000000,1432291
10255,795AP40A-SG,795AP40A,,-1.000000,100,,NSE,1.000000,1000000
10272,792TS45-SG,792TS45,,-1.000000,100,,NSE,1.000000,1000000
10325,SKP-SM,SKP,,-1.000000,500,,NSE,5.000000,542820
10332,79HR34-SG,79HR34,,-1.000000,100,,NSE,1.000000,1000000
10333,794PN42-SG,794PN42,,-1.000000,100,,NSE,1.000000,999960
10401,PREMIERPOL-BE,PREMIERPOL,,-1.000000,1,,NSE,1.000000,1790467
10357,783AS32-SG,783AS32,,-1.000000,100,,NSE,1.000000,1000000
10394,785PN32-SG,785PN32,,-1.000000,100,,NSE,1.000000,1000000
10447,UNITDSPR-EQ,UNITDSPR,,-1.000000,1,,NSE,10.000000,77826
10454,797WB42-SG,797WB42,,-1.000000,100,,NSE,1.000000,999900
10460,78TN32A-SG,78TN32A,,-1.000000,100,,NSE,1.000000,1000000
1053,UFLEX-EQ,UFLEX,,-1.000000,1,,NSE,5.000000,224144
10525,782RJ44-SG,782RJ44,,-1.000000,100,,NSE,1.000000,1000000
10557,NAVKARCORP-EQ,NAVKARCORP,,-1.000000,1,,NSE,1.000000,1042947
10577,KRBL-EQ,KRBL,,-1.000000,1,,NSE,5.000000,287943
10578,MPSLTD-EQ,MPSLTD,,-1.000000,1,,NSE,10.000000,54020
10584,HDFC50INAV-EQ,HDFC50INAV,,-1.000000,1,,NSE,1.000000,6810
10605,LOYALTEX-BE,LOYALTEX,,-1.000000,1,,NSE,1.000000,157497
10618,SADBHIN-EQ,SADBHIN,,-1.000000,1,,NSE,1.000000,11517764
10643,796AP40-SG,796AP40,,-1.000000,100,,NSE,1.000000,1000000
10720,76TN32-SG,76TN32,,-1.000000,100,,NSE,1.000000,996000
10738,OFSS-EQ,OFSS,,-1.000000,1,,NSE,50.000000,9660
10751,762NTPC35F-ND,762NTPC35F,,-1.000000,1,,NSE,1.000000,54196
1001,94SFL28-YL,94SFL28,,-1.000000,1,,NSE,1.000000,88966
1009,68JK35-SG,68JK35,,-1.000000,100,,NSE,1.000000,999960
10268,804PN42-SG,804PN42,,-1.000000,100,,NSE,1.000000,1000000
104,SHAREINDIA-EQ,SHAREINDIA,,-1.000000,1,,NSE,1.000000,722726
10330,778ML31-SG,778ML31,,-1.000000,100,,NSE,1.000000,654000
10338,787TN33-SG,787TN33,,-1.000000,100,,NSE,1.000000,965200
10462,781RJ32-SG,781RJ32,,-1.000000,100,,NSE,1.000000,1000000
10640,795HR37-SG,795HR37,,-1.000000,100,,NSE,1.000000,1000000
10770,AHIMSA-ST,AHIMSA,,-1.000000,3000,,NSE,5.000000,178999
10783,774TS45-SG,774TS45,,-1.000000,100,,NSE,1.000000,1000000
10855,753HR30-SG,753HR30,,-1.000000,100,,NSE,1.000000,1000000
10889,KORE-SM,KORE,,-1.000000,250,,NSE,5.000000,396487
10912,758GA37-SG,758GA37,,-1.000000,100,,NSE,1.000000,327000
11208,KANDARP-SM,KANDARP,,-1.000000,1000,,NSE,5.000000,293417
11220,VARDHACRLC-EQ,VARDHACRLC,,-1.000000,1,,NSE,1.000000,2271159
11253,WELSPUNLIV-EQ,WELSPUNLIV,,-1.000000,1,,NSE,1.000000,695385
11282,769BR32-SG,769BR32,,-1.000000,100,,NSE,1.000000,1000000
11293,UNIENTER-EQ,UNIENTER,,-1.000000,1,,NSE,1.000000,954238
11351,PETRONET-EQ,PETRONET,,-1.000000,1,,NSE,5.000000,370500
11377,MAHABANK-EQ,MAHABANK,,-1.000000,1,,NSE,1.000000,1261415
11401,778MZ32-SG,778MZ32,,-1.000000,100,,NSE,1.000000,327000
11404,779RJ32-SG,779RJ32,,-1.000000,100,,NSE,1.000000,1000000
11427,NDTV-EQ,NDTV,,-1.000000,1,,NSE,1.000000,1215911
11504,FROG-ST,FROG,,-1.000000,400,,NSE,5.000000,508625
11511,CENTEXT-EQ,CENTEXT,,-1.000000,1,,NSE,1.000000,2616000
11513,785BR32-SG,785BR32,,-1.000000,100,,NSE,1.000000,1000000
1153,GLAXO-EQ,GLAXO,,-1.000000,1,,NSE,10.000000,45570
11568,DCI-BE,DCI,,-1.000000,1,,NSE,5.000000,359504
11580,WESTLIFE-EQ,WESTLIFE,,-1.000000,1,,NSE,5.000000,238114
11678,778MH30-SG,778MH30,,-1.000000,100,,NSE,1.000000,979200
11697,791UP37-SG,791UP37,,-1.000000,100,,NSE,1.000000,999950
11743,JINDALPHOT-EQ,JINDALPHOT,,-1.000000,1,,NSE,10.000000,100459
11767,784TS39-SG,784TS39,,-1.000000,100,,NSE,1.000000,983325
11829,SSWL-EQ,SSWL,,-1.000000,1,,NSE,1.000000,477042
11878,782SK32A-SG,782SK32A,,-1.000000,100,,NSE,1.000000,905790
11935,SPLIL-EQ,SPLIL,,-1.000000,1,,NSE,1.000000,948300
1196,KANSAINER-EQ,KANSAINER,,-1.000000,1,,NSE,1.000000,464901
11966,BIKAJI-EQ,BIKAJI,,-1.000000,1,,NSE,5.000000,150191
12026,RENUKA-EQ,RENUKA,,-1.000000,1,,NSE,1.000000,4501755
12124,DOLATALGO-EQ,DOLATALGO,,-1.000000,1,,NSE,1.000000,1341648
1214,DELTAMAGNT-EQ,DELTAMAGNT,,-1.000000,1,,NSE,1.000000,354831
1221,66HP30-SG,66HP30,,-1.000000,100,,NSE,1.000000,1000000
12301,769GA32A-SG,769GA32A,,-1.000000,100,,NSE,1.000000,163500
1250,CASTROLIND-EQ,CASTROLIND,,-1.000000,1,,NSE,1.000000,544017
1254,673TN40-SG,673TN40,,-1.000000,100,,NSE,1.000000,1000000
12660,75AP28-SG,75AP28,,-1.000000,100,,NSE,1.000000,1000000
12667,76GJ32-SG,76GJ32,,-1.000000,100,,NSE,1.000000,999900
12689,764AP33-SG,764AP33,,-1.000000,100,,NSE,1.000000,1000000
12706,763PN39-SG,763PN39,,-1.000000,100,,NSE,1.000000,981000
12701,768JK37-SG,768JK37,,-1.000000,100,,NSE,1.000000,1000000
12847,KRISHANA-EQ,KRISHANA,,-1.000000,1,,NSE,5.000000,145665
12989,BAHETI-SM,BAHETI,,-1.000000,375,,NSE,5.000000,164154
13035,SAFARI-EQ,SAFARI,,-1.000000,1,,NSE,10.000000,61340
13252,769MN34-SG,769MN34,,-1.000000,100,,NSE,1.000000,398940
13305,CENTURYPLY-EQ,CENTURYPLY,,-1.000000,1,,NSE,5.000000,131970
13387,766TS34-SG,766TS34,,-1.000000,100,,NSE,1.000000,1000000
13409,GPIL-EQ,GPIL,,-1.000000,1,,NSE,5.000000,349007
13421,EMKAY-EQ,EMKAY,,-1.000000,1,,NSE,1.000000,403809
13451,RATNAMANI-EQ,RATNAMANI,,-1.000000,1,,NSE,10.000000,39251
1354,PARAMPARA-ST,PARAMPARA,,-1.000000,8000,,NSE,5.000000,343350
13497,965SCL25C-N0,965SCL25C,,-1.000000,1,,NSE,1.000000,5967
13560,GRINDWELL-EQ,GRINDWELL,,-1.000000,1,,NSE,10.000000,53699
13577,VOLTAMP-EQ,VOLTAMP,,-1.000000,1,,NSE,50.000000,10946
13592,HGM-EQ,HGM,,-1.000000,1,,NSE,1.000000,411855
13619,764GA38-SG,764GA38,,-1.000000,100,,NSE,1.000000,654000
13656,ALICON-EQ,ALICON,,-1.000000,1,,NSE,5.000000,150642
13675,NRL-EQ,NRL,,-1.000000,1,,NSE,1.000000,1525043
13710,FIEMIND-EQ,FIEMIND,,-1.000000,1,,NSE,10.000000,43980
13720,JHS-EQ,JHS,,-1.000000,1,,NSE,1.000000,2799249
13881,765RJ33-SG,765RJ33,,-1.000000,100,,NSE,1.000000,1000000
13890,HIRECT-EQ,HIRECT,,-1.000000,1,,NSE,10.000000,90111
13911,76KL45-SG,76KL45,,-1.000000,100,,NSE,1.000000,1002450
13915,764HR31-SG,764HR31,,-1.000000,100,,NSE,1.000000,1018950
13931,ARISTO-ST,ARISTO,,-1.000000,800,,NSE,5.000000,222615
13950,LIQUID1-EQ,LIQUID1,,-1.000000,1,,NSE,1.000000,90338
13968,768HR33-SG,768HR33,,-1.000000,100,,NSE,1.000000,1000000
13982,JASH-EQ,JASH,,-1.000000,1,,NSE,5.000000,234384
13996,765KL48-SG,765KL48,,-1.000000,100,,NSE,1.000000,1000000
14043,SARLAPOLY-EQ,SARLAPOLY,,-1.000000,1,,NSE,1.000000,1020239
1412,AGI-EQ,AGI,,-1.000000,1,,NSE,5.000000,163554
14098,766BR33-SG,766BR33,,-1.000000,100,,NSE,1.000000,1000000
14101,PTL-EQ,PTL,,-1.000000,1,,NSE,1.000000,2570628
14103,76JK35-SG,76JK35,,-1.000000,100,,NSE,1.000000,1000000
14163,762MP34-SG,762MP34,,-1.000000,100,,NSE,1.000000,999900
14165,762MN35-SG,762MN35,,-1.000000,100,,NSE,1.000000,654000
14166,762MZ36-SG,762MZ36,,-1.000000,100,,NSE,1.000000,327000
14168,759PY41-SG,759PY41,,-1.000000,100,,NSE,1.000000,817500
14223,TIIL-EQ,TIIL,,-1.000000,1,,NSE,10.000000,40629
14299,PFC-EQ,PFC,,-1.000000,1,,NSE,5.000000,240907
14347,769WB42-SG,769WB42,,-1.000000,100,,NSE,1.000000,1000000
14349,769TN43-SG,769TN43,,-1.000000,100,,NSE,1.000000,1000000
14353,758TS45-SG,758TS45,,-1.000000,100,,NSE,1.000000,1000000
14376,774UK33-SG,774UK33,,-1.000000,100,,NSE,1.000000,999975
14423,LAOPALA-EQ,LAOPALA,,-1.000000,1,,NSE,1.000000,575091
14428,GOLDBEES-EQ,GOLDBEES,,-1.000000,1,,NSE,1.000000,782595
14443,NAHARSPING-BE,NAHARSPING,,-1.000000,1,,NSE,5.000000,363610
14534,773BR33-SG,773BR33,,-1.000000,100,,NSE,1.000000,1052460
14557,AROGRANITE-EQ,AROGRANITE,,-1.000000,1,,NSE,1.000000,500310
14567,BFUTILITIE-EQ,BFUTILITIE,,-1.000000,1,,NSE,5.000000,166867
14582,SRHHYPOLTD-EQ,SRHHYPOLTD,,-1.000000,1,,NSE,5.000000,195713
14649,778UP35-SG,778UP35,,-1.000000,100,,NSE,1.000000,999900
14651,778UP36-SG,778UP36,,-1.000000,100,,NSE,1.000000,1000000
1480,REPL-EQ,REPL,,-1.000000,1,,NSE,1.000000,592605
14704,965SCL28-AK,965SCL28,,-1.000000,1,,NSE,1.000000,8175
14782,151NSETEST-EQ,151NSETEST,,-1.000000,1,,NSE,5.000000,500000
14806,IRBIT-IV,IRBIT,,-1.000000,25000,,NSE,1.000000,466493
14813,ADSL-EQ,ADSL,,-1.000000,1,,NSE,1.000000,810299
14825,777HR33-SG,777HR33,,-1.000000,100,,NSE,1.000000,999939
14829,779UP33-SG,779UP33,,-1.000000,100,,NSE,1.000000,999900
14908,KDDL-EQ,KDDL,,-1.000000,1,,NSE,10.000000,35311
14920,TAKE-BE,TAKE,,-1.000000,1,,NSE,1.000000,3265790
14924,LAL-EQ,LAL,,-1.000000,1,,NSE,1.000000,5648485
14943,NAGREEKCAP-BE,NAGREEKCAP,,-1.000000,1,,NSE,1.000000,412520
14970,706GS2028-GS,706GS2028,,-1.000000,1,,NSE,1.000000,982400
14971,710GR2028-GS,710GR2028,,-1.000000,1,,NSE,1.000000,1000000
14977,POWERGRID-EQ,POWERGRID,,-1.000000,1,,NSE,5.000000,353422
15021,758NL33-SG,758NL33,,-1.000000,100,,NSE,1.000000,981000
15044,DELTACORP-EQ,DELTACORP,,-1.000000,1,,NSE,1.000000,1567532
15078,CUBEINVIT-IV,CUBEINVIT,,-1.000000,25000,,NSE,1.000000,673378
15085,SILVERBETA-EQ,SILVERBETA,,-1.000000,1,,NSE,1.000000,396682
15100,762PN38-SG,762PN38,,-1.000000,100,,NSE,1.000000,979900
15119,EDELWEISS-EQ,EDELWEISS,,-1.000000,1,,NSE,1.000000,895368
15129,RGL-EQ,RGL,,-1.000000,1,,NSE,1.000000,965714
15146,JYOTHYLAB-EQ,JYOTHYLAB,,-1.000000,1,,NSE,1.000000,499778
15204,ARIES-EQ,ARIES,,-1.000000,1,,NSE,5.000000,301154
15209,PPAP-EQ,PPAP,,-1.000000,1,,NSE,1.000000,461562
15228,UJJIVANSFB-EQ,UJJIVANSFB,,-1.000000,1,,NSE,1.000000,1878604
15254,CEATLTD-EQ,CEATLTD,,-1.000000,1,,NSE,10.000000,31025
15256,739HR29-SG,739HR29,,-1.000000,100,,NSE,1.000000,1000000
15315,749MN35-SG,749MN35,,-1.000000,100,,NSE,1.000000,654000
15320,747WB43-SG,747WB43,,-1.000000,100,,NSE,1.000000,1000000
15356,GOLDADD-EQ,GOLDADD,,-1.000000,1,,NSE,1.000000,667314
154,APCOTEXIND-EQ,APCOTEXIND,,-1.000000,1,,NSE,5.000000,202350
158,67MH28-SG,67MH28,,-1.000000,100,,NSE,1.000000,999900
15750,737AS33-SG,737AS33,,-1.000000,100,,NSE,1.000000,1000000
15783,732TS48-SG,732TS48,,-1.000000,100,,NSE,1.000000,1000000
15815,NXST-RR,NXST,,-1.000000,1,,NSE,1.000000,645390
1607,AURIGROW-EQ,AURIGROW,,-1.000000,1,,NSE,1.000000,48273048
15966,716HR27-SG,716HR27,,-1.000000,100,,NSE,1.000000,1000000
16244,738AP35-SG,738AP35,,-1.000000,100,,NSE,1.000000,1000000
1630,IONEXCHANG-EQ,IONEXCHANG,,-1.000000,1,,NSE,5.000000,277493
1647,657HP30A-SG,657HP30A,,-1.000000,100,,NSE,1.000000,1000000
165,674GA30-SG,674GA30,,-1.000000,100,,NSE,1.000000,654000
16647,733AP33-SG,733AP33,,-1.000000,100,,NSE,1.000000,990750
16652,739TS39-SG,739TS39,,-1.000000,100,,NSE,1.000000,999900
1672,HGINFRA-EQ,HGINFRA,,-1.000000,1,,NSE,5.000000,173681
16661,ANIKINDS-BE,ANIKINDS,,-1.000000,1,,NSE,1.000000,907538
16782,734MH31-SG,734MH31,,-1.000000,100,,NSE,1.000000,1000000
1681,IVP-EQ,IVP,,-1.000000,1,,NSE,1.000000,337668
16821,VINYLINDIA-EQ,VINYLINDIA,,-1.000000,1,,NSE,5.000000,397365
16838,801TCH28-N7,801TCH28,,-1.000000,1,,NSE,1.000000,393
16931,JOCIL-BE,JOCIL,,-1.000000,1,,NSE,1.000000,290413
16982,747GA38-SG,747GA38,,-1.000000,100,,NSE,1.000000,327000
16987,743AP39-SG,743AP39,,-1.000000,100,,NSE,1.000000,1046000
16993,742AP43-SG,742AP43,,-1.000000,100,,NSE,1.000000,1000000
10644,793TN42-SG,793TN42,,-1.000000,100,,NSE,1.000000,1000000
10646,754AS28-SG,754AS28,,-1.000000,100,,NSE,1.000000,1030880
10666,PNB-EQ,PNB,,-1.000000,1,,NSE,1.000000,953914
10693,MOMENTUM-EQ,MOMENTUM,,-1.000000,1,,NSE,1.000000,470248
10771,766UP32-SG,766UP32,,-1.000000,100,,NSE,1.000000,1010000
1080,647KA30-SG,647KA30,,-1.000000,100,,NSE,1.000000,1000000
10822,MOQUALITY-EQ,MOQUALITY,,-1.000000,1,,NSE,1.000000,38339
10836,SEYAIND-BE,SEYAIND,,-1.000000,1,,NSE,1.000000,868856
1092,675KA34-SG,675KA34,,-1.000000,100,,NSE,1.000000,1000000
10851,767KL34-SG,767KL34,,-1.000000,100,,NSE,1.000000,1000000
10911,758AP40-SG,758AP40,,-1.000000,100,,NSE,1.000000,1000000
10961,75HP37-SG,75HP37,,-1.000000,100,,NSE,1.000000,1000000
1100,GARFIBRES-EQ,GARFIBRES,,-1.000000,1,,NSE,5.000000,151281
10986,TAPIFRUIT-SM,TAPIFRUIT,,-1.000000,750,,NSE,5.000000,140626
11165,COFFEEDAY-EQ,COFFEEDAY,,-1.000000,1,,NSE,1.000000,2453266
11192,SGBAUG30-GB,SGBAUG30,,-1.000000,1,,NSE,1.000000,6475
11223,UCOBANK-EQ,UCOBANK,,-1.000000,1,,NSE,1.000000,4025198
11255,HDFCQUAL-EQ,HDFCQUAL,,-1.000000,1,,NSE,1.000000,113200
1129,GTECJAINX-EQ,GTECJAINX,,-1.000000,1,,NSE,1.000000,333183
11285,764MH32-SG,764MH32,,-1.000000,100,,NSE,1.000000,1000000
11294,778MZ37-SG,778MZ37,,-1.000000,100,,NSE,1.000000,327000
11368,905SC24B-Z9,905SC24B,,-1.000000,1,,NSE,1.000000,4500
11369,TTKHLTCARE-EQ,TTKHLTCARE,,-1.000000,1,,NSE,5.000000,108153
11373,BIOCON-EQ,BIOCON,,-1.000000,1,,NSE,5.000000,239894
11416,77PN42-SG,77PN42,,-1.000000,100,,NSE,1.000000,1000000
11507,783HR32-SG,783HR32,,-1.000000,100,,NSE,1.000000,1000000
11561,HDFC1359DQ-MF,HDFC1359DQ,,-1.000000,1,,NSE,1.000000,245
11562,HDFC1359RD-MF,HDFC1359RD,,-1.000000,1,,NSE,1.000000,686
11573,FORCEMOT-EQ,FORCEMOT,,-1.000000,1,,NSE,100.000000,5604
11619,GOLDENTOBC-BZ,GOLDENTOBC,,-1.000000,1,,NSE,1.000000,575807
11676,774HR29-SG,774HR29,,-1.000000,100,,NSE,1.000000,1000000
1174,GNFC-EQ,GNFC,,-1.000000,1,,NSE,5.000000,197194
11731,CONSOFINVT-EQ,CONSOFINVT,,-1.000000,1,,NSE,1.000000,414973
11787,GOYALALUM-EQ,GOYALALUM,,-1.000000,1,,NSE,1.000000,4667361
10017,EBBE31INAV-EQ,EBBE31INAV,,-1.000000,1,,NSE,1.000000,484008
11867,776HR30-SG,776HR30,,-1.000000,100,,NSE,1.000000,1000000
11978,768KA31-SG,768KA31,,-1.000000,100,,NSE,1.000000,987600
12024,ACI-EQ,ACI,,-1.000000,1,,NSE,5.000000,186422
1015,688WB40-SG,688WB40,,-1.000000,100,,NSE,1.000000,1000000
10060,SFMP6GR-MF,SFMP6GR,,-1.000000,1,,NSE,1.000000,83793
10117,MANXT5INAV-EQ,MANXT5INAV,,-1.000000,1,,NSE,1.000000,32983
10134,MID150INAV-EQ,MID150INAV,,-1.000000,1,,NSE,1.000000,999980
1212,635MH28-SG,635MH28,,-1.000000,100,,NSE,1.000000,1000000
1023,FEDERALBNK-EQ,FEDERALBNK,,-1.000000,1,,NSE,5.000000,340172
10243,SYNGENE-EQ,SYNGENE,,-1.000000,1,,NSE,5.000000,226451
1227,65KA30A-SG,65KA30A,,-1.000000,100,,NSE,1.000000,1000000
10382,795TS35-SG,795TS35,,-1.000000,100,,NSE,1.000000,1000000
10383,802AP38-SG,802AP38,,-1.000000,100,,NSE,1.000000,1030900
10384,802WB37-SG,802WB37,,-1.000000,100,,NSE,1.000000,962000
12311,774KA37-SG,774KA37,,-1.000000,100,,NSE,1.000000,1006800
12313,766KA42-SG,766KA42,,-1.000000,100,,NSE,1.000000,1021600
10461,781HR32B-SG,781HR32B,,-1.000000,100,,NSE,1.000000,1000000
1246,664AS30-SG,664AS30,,-1.000000,100,,NSE,1.000000,1000000
12490,VINNY-EQ,VINNY,,-1.000000,1,,NSE,1.000000,15213564
12643,OSIAHYPER-BE,OSIAHYPER,,-1.000000,1,,NSE,1.000000,5786556
12666,762AS32-SG,762AS32,,-1.000000,100,,NSE,1.000000,1000000
12716,TEAMLEASE-EQ,TEAMLEASE,,-1.000000,1,,NSE,10.000000,72374
1289,GFLLIMITED-EQ,GFLLIMITED,,-1.000000,1,,NSE,1.000000,2152840
13057,UNIPARTS-EQ,UNIPARTS,,-1.000000,1,,NSE,5.000000,166863
13122,751HR29-SG,751HR29,,-1.000000,100,,NSE,1.000000,1000000
13143,GSEC10IETF-EQ,GSEC10IETF,,-1.000000,1,,NSE,1.000000,387572
13198,COMMOIETF-EQ,COMMOIETF,,-1.000000,1,,NSE,1.000000,405993
1328,MARINE-EQ,MARINE,,-1.000000,1,,NSE,5.000000,387362
1327,HCL-INSYS-EQ,HCL-INSYS,,-1.000000,1,,NSE,1.000000,7418087
13352,MALUPAPER-EQ,MALUPAPER,,-1.000000,1,,NSE,1.000000,557837
13397,769PY37-SG,769PY37,,-1.000000,100,,NSE,1.000000,490500
13399,767WB39-SG,767WB39,,-1.000000,100,,NSE,1.000000,1000000
13401,767WB41-SG,767WB41,,-1.000000,100,,NSE,1.000000,1000000
13501,ALLCARGO-EQ,ALLCARGO,,-1.000000,1,,NSE,1.000000,11248316
13507,MOXSH-ST,MOXSH,,-1.000000,1600,,NSE,5.000000,305444
13565,RAMANEWS-EQ,RAMANEWS,,-1.000000,1,,NSE,1.000000,3390941
13570,RBMINFRA-SM,RBMINFRA,,-1.000000,200,,NSE,5.000000,347518
13587,ACE-EQ,ACE,,-1.000000,1,,NSE,5.000000,113962
13611,IRCTC-EQ,IRCTC,,-1.000000,1,,NSE,5.000000,192800
13631,SKYGOLD-EQ,SKYGOLD,,-1.000000,1,,NSE,5.000000,178569
1364,649GJ29-SG,649GJ29,,-1.000000,100,,NSE,1.000000,999900
